X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
807891,ENSG00000222941,ENST00000411009,Y_RNA.620-201,single_exon,none,807891,chr7,151916331,151916418,+,ENSEMBL,exon
807997,ENSG00000276213,ENST00000613101,Metazoa_SRP.112-201,single_exon,none,807997,chr7,152025194,152025472,-,ENSEMBL,exon
808088,ENSG00000213188,ENST00000392794,YBX1P4-201,single_exon,none,808088,chr7,152128879,152129686,+,HAVANA,exon
809198,ENSG00000270405,ENST00000603054,ENST00000603054,single_exon,none,809198,chr7,152366763,152367015,+,HAVANA,exon
809201,ENSG00000204894,ENST00000472406,ENST00000472406,single_exon,none,809201,chr7,152367171,152367260,+,HAVANA,exon
809204,ENSG00000241007,ENST00000469999,SEPTIN7P6-201,single_exon,none,809204,chr7,152367519,152368661,+,HAVANA,exon
809207,ENSG00000253088,ENST00000517279,Y_RNA.722-201,single_exon,none,809207,chr7,152402780,152402893,+,ENSEMBL,exon
809225,ENSG00000241735,ENST00000437960,FABP5P3-201,single_exon,HFE,809225,chr7,152442543,152442950,+,HAVANA,exon
809228,ENSG00000020219,ENST00000465400,CCT8L1P-201,single_exon,none,809228,chr7,152445477,152447150,+,HAVANA,exon
809231,ENSG00000261455,ENST00000564834,LINC01003-201,single_exon,none,809231,chr7,152463786,152465549,+,HAVANA,exon
809238,ENSG00000285912,ENST00000650361,5S_rRNA.22-201,single_exon,none,809238,chr7,152592973,152593091,-,ENSEMBL,exon
809245,ENSG00000212590,ENST00000391288,ENST00000391288,single_exon,none,809245,chr7,152609313,152609434,+,ENSEMBL,exon
809267,ENSG00000214003,ENST00000397213,ATP5PBP3-201,single_exon,none,809267,chr7,152749079,152749735,+,HAVANA,exon
809270,ENSG00000244328,ENST00000484385,RN7SL845P-201,single_exon,none,809270,chr7,152757662,152757951,+,ENSEMBL,exon
809331,ENSG00000224104,ENST00000415468,ENST00000415468,single_exon,none,809331,chr7,153144313,153144588,-,HAVANA,exon
809520,ENSG00000233489,ENST00000449315,PAXBP1P1-201,single_exon,none,809520,chr7,153449429,153449875,+,HAVANA,exon
809695,ENSG00000226509,ENST00000439168,ENST00000439168,single_exon,none,809695,chr7,153968665,153968826,-,HAVANA,exon
809942,ENSG00000272760,ENST00000608064,ENST00000608064,single_exon,none,809942,chr7,154951226,154952188,+,HAVANA,exon
809945,ENSG00000273183,ENST00000609134,ENST00000609134,single_exon,none,809945,chr7,154956429,154957107,+,HAVANA,exon
809948,ENSG00000273344,ENST00000608317,PAXIP1-DT-201,single_exon,none,809948,chr7,155003421,155005703,+,HAVANA,exon
809976,ENSG00000283339,ENST00000637588,ENST00000637588,single_exon,none,809976,chr7,155074599,155074748,+,HAVANA,exon
809979,ENSG00000274637,ENST00000622492,ENST00000622492,single_exon,none,809979,chr7,155106062,155106400,-,HAVANA,exon
809982,ENSG00000228806,ENST00000436250,ENST00000436250,single_exon,none,809982,chr7,155106400,155106651,+,HAVANA,exon
809985,ENSG00000201066,ENST00000364196,RN7SKP280-201,single_exon,none,809985,chr7,155181881,155182184,+,ENSEMBL,exon
810009,ENSG00000278998,ENST00000624248,ENST00000624248,single_exon,none,810009,chr7,155222903,155223851,+,HAVANA,exon
810018,ENSG00000289248,ENST00000686633,ENST00000686633,single_exon,none,810018,chr7,155252837,155254106,-,HAVANA,exon
810034,ENSG00000273117,ENST00000609974,INSIG1-DT-201,single_exon,none,810034,chr7,155295918,155297541,-,HAVANA,exon
810082,ENSG00000260426,ENST00000569431,ENST00000569431,single_exon,none,810082,chr7,155399922,155401782,+,HAVANA,exon
810357,ENSG00000207061,ENST00000384333,Y_RNA.473-201,single_exon,none,810357,chr7,156186122,156186223,-,ENSEMBL,exon
810360,ENSG00000270584,ENST00000605066,ENST00000605066,single_exon,none,810360,chr7,156263547,156263802,+,HAVANA,exon
810454,ENSG00000182648,ENST00000333319,RNF32-DT-201,single_exon,HFE,810454,chr7,156638363,156640654,-,HAVANA,exon
810462,ENSG00000182648,ENST00000624071,RNF32-DT-210,single_exon,none,810462,chr7,156640004,156640654,-,ENSEMBL,exon
810465,ENSG00000279418,ENST00000625073,LINC00244-201,single_exon,none,810465,chr7,156540491,156541103,+,HAVANA,exon
810468,ENSG00000234450,ENST00000431047,ENST00000431047,single_exon,none,810468,chr7,156633355,156633787,+,HAVANA,exon
810755,ENSG00000206938,ENST00000384211,RNU4-31P-201,single_exon,none,810755,chr7,156872078,156872218,+,ENSEMBL,exon
810825,ENSG00000130675,ENST00000605400,MNX1-208,single_exon,none,810825,chr7,157007539,157009291,-,HAVANA,exon
810840,ENSG00000229365,ENST00000467608,ENST00000467608,single_exon,none,810840,chr7,157087955,157088543,-,HAVANA,exon
810843,ENSG00000269446,ENST00000594086,ENST00000594086,single_exon,none,810843,chr7,157109980,157111072,+,HAVANA,exon
810921,ENSG00000225224,ENST00000429552,RPS27AP12-201,single_exon,none,810921,chr7,157192368,157192832,+,HAVANA,exon
810928,ENSG00000224629,ENST00000428733,ENST00000428733,single_exon,none,810928,chr7,157263022,157263229,-,HAVANA,exon
811103,ENSG00000280266,ENST00000624122,ENST00000624122,single_exon,none,811103,chr7,157525783,157527325,+,HAVANA,exon
811219,ENSG00000207960,ENST00000385225,MIR153-2-201,single_exon,none,811219,chr7,157574336,157574422,-,ENSEMBL,exon
811244,ENSG00000272839,ENST00000608596,ENST00000608596,single_exon,none,811244,chr7,157868538,157869154,+,HAVANA,exon
811259,ENSG00000207637,ENST00000384905,MIR595-201,single_exon,none,811259,chr7,158532718,158532813,-,ENSEMBL,exon
811270,ENSG00000265598,ENST00000582433,MIR5707-201,single_exon,none,811270,chr7,158591616,158591696,+,ENSEMBL,exon
811273,ENSG00000224324,ENST00000439089,THAP5P1-201,single_exon,none,811273,chr7,158623188,158623449,-,HAVANA,exon
811470,ENSG00000228030,ENST00000457337,ENST00000457337,single_exon,none,811470,chr7,158719730,158720161,+,HAVANA,exon
811712,ENSG00000287184,ENST00000668389,ENST00000668389,single_exon,none,811712,chr7,159107761,159109216,+,HAVANA,exon
811731,ENSG00000254193,ENST00000520478,ENST00000520478,single_exon,none,811731,chr8,150584,150728,-,HAVANA,exon
811734,ENSG00000253612,ENST00000523033,WBP1LP3-201,single_exon,none,811734,chr8,155274,155481,+,HAVANA,exon
811737,ENSG00000176269,ENST00000320901,OR4F21-201,single_exon,none,811737,chr8,166086,167024,-,HAVANA,exon
811740,ENSG00000255464,ENST00000508026,SEPTIN14P8-201,single_exon,none,811740,chr8,200385,200562,-,HAVANA,exon
811751,ENSG00000223508,ENST00000521854,RPL23AP53-201,single_exon,HFE,811751,chr8,213251,213707,-,HAVANA,exon
811841,ENSG00000272812,ENST00000609090,ENST00000609090,single_exon,none,811841,chr8,233119,233692,+,HAVANA,exon
811844,ENSG00000272240,ENST00000606572,ENST00000606572,single_exon,none,811844,chr8,234347,234887,-,HAVANA,exon
811847,ENSG00000273402,ENST00000610248,ENST00000610248,single_exon,none,811847,chr8,237045,237669,+,HAVANA,exon
811850,ENSG00000254104,ENST00000522979,ENST00000522979,single_exon,none,811850,chr8,264315,264672,+,HAVANA,exon
811889,ENSG00000182366,ENST00000602608,FAM87A-203,single_exon,HFE,811889,chr8,376243,377759,-,HAVANA,exon
811967,ENSG00000272293,ENST00000607549,ENST00000607549,single_exon,none,811967,chr8,450714,451343,-,HAVANA,exon
811970,ENSG00000279852,ENST00000623988,ENST00000623988,single_exon,none,811970,chr8,486117,488512,-,HAVANA,exon
812143,ENSG00000282375,ENST00000631653,ENST00000631653,single_exon,none,812143,chr8,738548,740374,+,HAVANA,exon
812150,ENSG00000282692,ENST00000634128,ENST00000634128,single_exon,none,812150,chr8,1018757,1019704,+,HAVANA,exon
812163,ENSG00000260721,ENST00000567210,ENST00000567210,single_exon,none,812163,chr8,1368642,1369833,-,HAVANA,exon
812185,ENSG00000283576,ENST00000638068,ENST00000638068,single_exon,none,812185,chr8,1726273,1726557,+,HAVANA,exon
812247,ENSG00000282021,ENST00000633189,ENST00000633189,single_exon,none,812247,chr8,1758208,1760447,-,HAVANA,exon
812339,ENSG00000283858,ENST00000636576,MIR3674-201,single_exon,none,812339,chr8,1801125,1801192,+,ENSEMBL,exon
812347,ENSG00000207826,ENST00000385091,MIR596-201,single_exon,none,812347,chr8,1817231,1817307,+,ENSEMBL,exon
812602,ENSG00000270988,ENST00000605539,ENST00000605539,single_exon,none,812602,chr8,1974818,1975314,+,HAVANA,exon
812605,ENSG00000289473,ENST00000702302,ENST00000702302,single_exon,none,812605,chr8,2023105,2024407,+,HAVANA,exon
812766,ENSG00000273593,ENST00000619295,MIR7160-201,single_exon,none,812766,chr8,2076589,2076640,+,ENSEMBL,exon
813449,ENSG00000222546,ENST00000410614,RNA5SP251-201,single_exon,none,813449,chr8,3700492,3700628,+,ENSEMBL,exon
813468,ENSG00000254244,ENST00000517543,PAICSP4-201,single_exon,none,813468,chr8,4787332,4788584,+,HAVANA,exon
813471,ENSG00000253262,ENST00000518519,ENST00000518519,single_exon,none,813471,chr8,5072645,5072869,-,HAVANA,exon
813474,ENSG00000273876,ENST00000611579,ENST00000611579,single_exon,none,813474,chr8,5127919,5128233,-,HAVANA,exon
813477,ENSG00000206661,ENST00000383934,SNORA70.6-201,single_exon,none,813477,chr8,5128279,5128412,-,ENSEMBL,exon
813480,ENSG00000242079,ENST00000471955,RN7SL318P-201,single_exon,none,813480,chr8,5142411,5142707,-,ENSEMBL,exon
813483,ENSG00000278256,ENST00000621078,ENST00000621078,single_exon,none,813483,chr8,5363371,5363650,+,HAVANA,exon
813486,ENSG00000271248,ENST00000604640,ENST00000604640,single_exon,none,813486,chr8,5455218,5455665,-,HAVANA,exon
813489,ENSG00000240486,ENST00000495129,RPL23AP54-201,single_exon,none,813489,chr8,5476548,5476966,+,HAVANA,exon
813492,ENSG00000253510,ENST00000517807,ENST00000517807,single_exon,none,813492,chr8,5506068,5509126,-,HAVANA,exon
813508,ENSG00000275461,ENST00000622736,ENST00000622736,single_exon,none,813508,chr8,5716584,5716804,+,HAVANA,exon
813511,ENSG00000253571,ENST00000520775,ENST00000520775,single_exon,none,813511,chr8,5848697,5849692,+,HAVANA,exon
813518,ENSG00000222589,ENST00000410657,RN7SKP159-201,single_exon,none,813518,chr8,5910945,5911236,-,ENSEMBL,exon
813536,ENSG00000246089,ENST00000606853,MCPH1-DT-203,single_exon,HFE,813536,chr8,6404910,6406580,-,HAVANA,exon
813922,ENSG00000253550,ENST00000514530,ENST00000514530,single_exon,none,813922,chr8,6473845,6474288,-,HAVANA,exon
813969,ENSG00000271743,ENST00000607368,ENST00000607368,single_exon,none,813969,chr8,6615604,6617198,-,HAVANA,exon
814041,ENSG00000276580,ENST00000610739,MIR8055-201,single_exon,none,814041,chr8,6622124,6622220,-,ENSEMBL,exon
814083,ENSG00000266038,ENST00000580269,MIR4659A-201,single_exon,none,814083,chr8,6745164,6745244,+,ENSEMBL,exon
814086,ENSG00000283386,ENST00000636806,MIR4659B-201,single_exon,none,814086,chr8,6745168,6745240,-,ENSEMBL,exon
814138,ENSG00000250752,ENST00000514593,RPL23AP96-201,single_exon,none,814138,chr8,6898878,6899468,-,HAVANA,exon
814206,ENSG00000255273,ENST00000526806,ENST00000526806,single_exon,none,814206,chr8,7082971,7083328,+,HAVANA,exon
814209,ENSG00000284620,ENST00000641842,ENST00000641842,single_exon,none,814209,chr8,7092102,7092320,+,HAVANA,exon
814235,ENSG00000228744,ENST00000438784,RPS3AP30-201,single_exon,none,814235,chr8,7122857,7123704,+,HAVANA,exon
814238,ENSG00000254683,ENST00000528310,SNRPCP6-201,single_exon,none,814238,chr8,7143632,7143841,-,HAVANA,exon
814241,ENSG00000230106,ENST00000424055,SNRPCP15-201,single_exon,none,814241,chr8,7170550,7170741,+,HAVANA,exon
814244,ENSG00000214268,ENST00000397972,RPS3AP33-201,single_exon,none,814244,chr8,7190901,7191563,-,HAVANA,exon
814247,ENSG00000231930,ENST00000436691,ENST00000436691,single_exon,none,814247,chr8,7200756,7200857,+,HAVANA,exon
814250,ENSG00000284614,ENST00000641497,ENST00000641497,single_exon,none,814250,chr8,7221713,7221930,-,HAVANA,exon
814253,ENSG00000284728,ENST00000642140,ENST00000642140,single_exon,none,814253,chr8,7227853,7228073,-,HAVANA,exon
814256,ENSG00000255025,ENST00000530288,ENST00000530288,single_exon,none,814256,chr8,7238286,7238631,-,HAVANA,exon
814259,ENSG00000177306,ENST00000443450,OR7E125P-201,single_exon,none,814259,chr8,7246726,7247571,-,HAVANA,exon
814367,ENSG00000230549,ENST00000529559,USP17L1-201,single_exon,none,814367,chr8,7332387,7333979,+,HAVANA,exon
814370,ENSG00000236125,ENST00000526929,USP17L4-201,single_exon,none,814370,chr8,7337115,7338707,+,HAVANA,exon
814373,ENSG00000235778,ENST00000425489,ENST00000425489,single_exon,none,814373,chr8,7341826,7342942,+,HAVANA,exon
814393,ENSG00000255128,ENST00000533477,HSPD1P3-201,single_exon,none,814393,chr8,7418991,7420546,+,HAVANA,exon
814468,ENSG00000285927,ENST00000649071,ENST00000649071,single_exon,none,814468,chr8,7544676,7545300,+,HAVANA,exon
814501,ENSG00000233176,ENST00000494376,OR7E157P-201,single_exon,none,814501,chr8,7592006,7592916,+,HAVANA,exon
814504,ENSG00000254796,ENST00000533883,ENST00000533883,single_exon,none,814504,chr8,7601004,7601267,+,HAVANA,exon
814507,ENSG00000284617,ENST00000641758,ENST00000641758,single_exon,none,814507,chr8,7611473,7611690,+,HAVANA,exon
814510,ENSG00000284655,ENST00000641716,ENST00000641716,single_exon,none,814510,chr8,7680309,7680526,-,HAVANA,exon
814513,ENSG00000284698,ENST00000641598,ENST00000641598,single_exon,none,814513,chr8,7686423,7686643,-,HAVANA,exon
814516,ENSG00000254889,ENST00000528788,ENST00000528788,single_exon,none,814516,chr8,7696830,7697093,-,HAVANA,exon
814519,ENSG00000254715,ENST00000525174,OR7E154P-201,single_exon,none,814519,chr8,7705182,7706113,-,HAVANA,exon
814570,ENSG00000285862,ENST00000649956,ENST00000649956,single_exon,none,814570,chr8,7775741,7776365,-,HAVANA,exon
814645,ENSG00000254543,ENST00000530524,HSPD1P2-201,single_exon,none,814645,chr8,7891003,7892555,-,HAVANA,exon
814683,ENSG00000255211,ENST00000525882,ENST00000525882,single_exon,none,814683,chr8,7967344,7968544,-,HAVANA,exon
814686,ENSG00000237038,ENST00000527080,USP17L8-201,single_exon,none,814686,chr8,7971661,7973253,-,HAVANA,exon
814689,ENSG00000225327,ENST00000530484,USP17L3-201,single_exon,none,814689,chr8,7976393,7977985,-,HAVANA,exon
814722,ENSG00000227013,ENST00000530816,OR7E96P-201,single_exon,none,814722,chr8,8039978,8040953,+,HAVANA,exon
814725,ENSG00000253881,ENST00000523697,ENST00000523697,single_exon,none,814725,chr8,8048919,8049267,+,HAVANA,exon
814728,ENSG00000284603,ENST00000642045,ENST00000642045,single_exon,none,814728,chr8,8059459,8059674,+,HAVANA,exon
814750,ENSG00000284661,ENST00000642093,ENST00000642093,single_exon,none,814750,chr8,8065599,8065816,+,HAVANA,exon
814753,ENSG00000255459,ENST00000531125,ENST00000531125,single_exon,none,814753,chr8,8086022,8086765,-,HAVANA,exon
814756,ENSG00000221305,ENST00000408378,MIR548I3-201,single_exon,none,814756,chr8,8088941,8089089,-,ENSEMBL,exon
814759,ENSG00000244427,ENST00000498840,RPS3AP31-201,single_exon,none,814759,chr8,8095946,8096726,+,HAVANA,exon
814762,ENSG00000254311,ENST00000520330,SNRPCP17-201,single_exon,none,814762,chr8,8116745,8116949,-,HAVANA,exon
814777,ENSG00000268955,ENST00000594215,ENST00000594215,single_exon,none,814777,chr8,8188535,8189195,-,HAVANA,exon
814986,ENSG00000263616,ENST00000582930,RN7SL178P-201,single_exon,none,814986,chr8,8582352,8582655,-,ENSEMBL,exon
815003,ENSG00000253958,ENST00000519106,CLDN23-201,single_exon,none,815003,chr8,8701937,8704096,+,HAVANA,exon
815042,ENSG00000200713,ENST00000363843,RNU6-682P-201,single_exon,none,815042,chr8,8895813,8895918,+,ENSEMBL,exon
815045,ENSG00000270966,ENST00000603391,ENST00000603391,single_exon,none,815045,chr8,8933721,8934006,-,HAVANA,exon
815052,ENSG00000233609,ENST00000519013,RPL10P19-201,single_exon,none,815052,chr8,8961757,8962057,+,HAVANA,exon
815058,ENSG00000207244,ENST00000384515,SNORA70.10-201,single_exon,none,815058,chr8,8961575,8961708,+,ENSEMBL,exon
815114,ENSG00000263407,ENST00000583549,MIR4660-201,single_exon,none,815114,chr8,9048445,9048518,+,ENSEMBL,exon
815117,ENSG00000239078,ENST00000459426,RNU7-55P-201,single_exon,none,815117,chr8,9072455,9072516,-,ENSEMBL,exon
815120,ENSG00000197334,ENST00000359385,Metazoa_SRP.2-201,single_exon,none,815120,chr8,9091240,9091508,+,ENSEMBL,exon
815338,ENSG00000248538,ENST00000649829,PPP1R3B-DT-255,single_exon,HFE,815338,chr8,9198331,9199003,+,HAVANA,exon
815580,ENSG00000279949,ENST00000623764,ENST00000623764,single_exon,none,815580,chr8,9158063,9158621,+,HAVANA,exon
815587,ENSG00000254091,ENST00000522241,ENST00000522241,single_exon,none,815587,chr8,9233013,9233449,+,HAVANA,exon
815594,ENSG00000207415,ENST00000384684,RNU6-1151P-201,single_exon,none,815594,chr8,9287472,9287578,-,ENSEMBL,exon
815637,ENSG00000201815,ENST00000364945,RNU6-526P-201,single_exon,none,815637,chr8,9371090,9371195,-,ENSEMBL,exon
815646,ENSG00000272267,ENST00000607598,ENST00000607598,single_exon,none,815646,chr8,9555144,9556520,-,HAVANA,exon
815689,ENSG00000173273,ENST00000522110,TNKS-213,single_exon,none,815689,chr8,9555932,9558831,+,HAVANA,exon
815691,ENSG00000173273,ENST00000517652,TNKS-202,single_exon,none,815691,chr8,9566260,9566526,+,HAVANA,exon
815769,ENSG00000253697,ENST00000520383,ENST00000520383,single_exon,none,815769,chr8,9658295,9658438,-,HAVANA,exon
815772,ENSG00000207701,ENST00000384968,MIR597-201,single_exon,none,815772,chr8,9741672,9741768,+,ENSEMBL,exon
815791,ENSG00000253230,ENST00000517675,MIR124-1HG-201,single_exon,HFE,815791,chr8,9900064,9903397,-,HAVANA,exon
815915,ENSG00000284321,ENST00000385275,MIR124-1-201,single_exon,none,815915,chr8,9903388,9903472,-,ENSEMBL,exon
815923,ENSG00000260093,ENST00000562143,MSRA-DT-201,single_exon,none,815923,chr8,10050485,10054254,-,HAVANA,exon
816000,ENSG00000261451,ENST00000562242,ENST00000562242,single_exon,none,816000,chr8,10433672,10438312,+,HAVANA,exon
816029,ENSG00000285237,ENST00000642833,PRSS52P-202,single_exon,none,816029,chr8,10474789,10475045,-,HAVANA,exon
816032,ENSG00000207128,ENST00000384399,RNU6-729P-201,single_exon,none,816032,chr8,10476223,10476329,+,ENSEMBL,exon
816084,ENSG00000272505,ENST00000606115,ENST00000606115,single_exon,none,816084,chr8,10486807,10489666,+,HAVANA,exon
816116,ENSG00000263762,ENST00000580651,MIR4286-201,single_exon,none,816116,chr8,10666978,10667070,+,ENSEMBL,exon
816152,ENSG00000212433,ENST00000391131,RNA5SP252-201,single_exon,none,816152,chr8,10686569,10686687,+,ENSEMBL,exon
816228,ENSG00000283210,ENST00000638013,MIR1322-201,single_exon,none,816228,chr8,10825373,10825443,-,ENSEMBL,exon
816240,ENSG00000280294,ENST00000624866,ENST00000624866,single_exon,none,816240,chr8,10856085,10859436,-,HAVANA,exon
816259,ENSG00000207600,ENST00000384868,MIR598-201,single_exon,none,816259,chr8,11035206,11035302,-,ENSEMBL,exon
816266,ENSG00000269918,ENST00000602575,ENST00000602575,single_exon,none,816266,chr8,11104691,11106704,-,HAVANA,exon
816269,ENSG00000255310,ENST00000530248,ENST00000530248,single_exon,none,816269,chr8,11107788,11109726,-,HAVANA,exon
816276,ENSG00000254556,ENST00000531549,ENST00000531549,single_exon,none,816276,chr8,11136898,11138607,-,HAVANA,exon
816279,ENSG00000231965,ENST00000488887,ENST00000488887,single_exon,none,816279,chr8,11175051,11175570,+,HAVANA,exon
816282,ENSG00000270076,ENST00000602443,ENST00000602443,single_exon,none,816282,chr8,11202965,11203671,+,HAVANA,exon
816289,ENSG00000239315,ENST00000483119,RPL19P13-201,single_exon,none,816289,chr8,11256020,11256602,+,HAVANA,exon
816296,ENSG00000280273,ENST00000638924,ENST00000638924,single_exon,none,816296,chr8,11283481,11285068,-,HAVANA,exon
816298,ENSG00000280273,ENST00000622929,ENST00000622929,single_exon,none,816298,chr8,11283500,11285068,-,ENSEMBL,exon
816343,ENSG00000177710,ENST00000382435,SLC35G5-201,single_exon,none,816343,chr8,11331012,11332360,+,HAVANA,exon
816417,ENSG00000242483,ENST00000481765,RN7SL293P-201,single_exon,none,816417,chr8,11379395,11379675,+,ENSEMBL,exon
816420,ENSG00000199368,ENST00000362498,RNU6-1084P-201,single_exon,none,816420,chr8,11392411,11392517,-,ENSEMBL,exon
816670,ENSG00000227203,ENST00000524415,SUB1P1-201,single_exon,none,816670,chr8,11790005,11790386,+,HAVANA,exon
817566,ENSG00000254948,ENST00000524483,OR7E158P-201,single_exon,none,817566,chr8,11919900,11920809,-,HAVANA,exon
817569,ENSG00000206014,ENST00000533722,OR7E161P-201,single_exon,HFE,817569,chr8,11928597,11929563,-,HAVANA,exon
817600,ENSG00000255174,ENST00000533272,ENST00000533272,single_exon,none,817600,chr8,11999087,11999468,+,HAVANA,exon
817603,ENSG00000254507,ENST00000602581,DEFB131E-202,single_exon,none,817603,chr8,12003400,12004082,-,HAVANA,exon
817605,ENSG00000254507,ENST00000532329,DEFB131E-201,single_exon,none,817605,chr8,12003554,12003707,-,HAVANA,exon
817611,ENSG00000284610,ENST00000641623,ENST00000641623,single_exon,none,817611,chr8,12014831,12015049,-,HAVANA,exon
817614,ENSG00000255016,ENST00000530817,ENST00000530817,single_exon,none,817614,chr8,12025244,12025598,-,HAVANA,exon
817617,ENSG00000254817,ENST00000528715,ENST00000528715,single_exon,none,817617,chr8,12033646,12034612,-,HAVANA,exon
817620,ENSG00000254700,ENST00000528817,DEFB131C-201,single_exon,none,817620,chr8,12043506,12043670,-,HAVANA,exon
817627,ENSG00000252029,ENST00000516220,RNA5SP253-201,single_exon,none,817627,chr8,12087396,12087445,-,ENSEMBL,exon
817714,ENSG00000254923,ENST00000526505,ENST00000526505,single_exon,none,817714,chr8,12128107,12129298,-,HAVANA,exon
817717,ENSG00000226430,ENST00000530447,USP17L7-201,single_exon,none,817717,chr8,12132417,12134099,-,HAVANA,exon
817720,ENSG00000223443,ENST00000333796,USP17L2-201,single_exon,none,817720,chr8,12136435,12138849,-,HAVANA,exon
817723,ENSG00000254866,ENST00000529497,DEFB109D-201,single_exon,none,817723,chr8,12150895,12151134,-,HAVANA,exon
817863,ENSG00000254527,ENST00000526818,ENPP7P12-201,single_exon,none,817863,chr8,12205759,12206389,-,HAVANA,exon
817874,ENSG00000252535,ENST00000516726,RNA5SP254-201,single_exon,none,817874,chr8,12333644,12333693,-,ENSEMBL,exon
817898,ENSG00000254423,ENST00000532111,ENST00000532111,single_exon,none,817898,chr8,12374366,12375546,-,HAVANA,exon
817901,ENSG00000255556,ENST00000526502,ENST00000526502,single_exon,none,817901,chr8,12378679,12380265,-,HAVANA,exon
817908,ENSG00000270074,ENST00000602981,ENST00000602981,single_exon,none,817908,chr8,12412827,12414373,+,HAVANA,exon
818024,ENSG00000270154,ENST00000602979,ENST00000602979,single_exon,none,818024,chr8,12476462,12477122,+,HAVANA,exon
818027,ENSG00000242607,ENST00000483613,RPS3AP34-201,single_exon,none,818027,chr8,12570350,12571130,-,HAVANA,exon
818034,ENSG00000284746,ENST00000641210,ENST00000641210,single_exon,none,818034,chr8,12601158,12601376,-,HAVANA,exon
818037,ENSG00000284663,ENST00000641239,ENST00000641239,single_exon,none,818037,chr8,12607291,12607509,-,HAVANA,exon
818040,ENSG00000244289,ENST00000478386,RPS3AP35-201,single_exon,none,818040,chr8,12628476,12629256,-,HAVANA,exon
818043,ENSG00000255253,ENST00000528506,ENST00000528506,single_exon,none,818043,chr8,12638428,12638602,+,HAVANA,exon
818046,ENSG00000284724,ENST00000641814,ENST00000641814,single_exon,none,818046,chr8,12659130,12659348,-,HAVANA,exon
818049,ENSG00000284613,ENST00000641602,ENST00000641602,single_exon,none,818049,chr8,12665278,12665495,-,HAVANA,exon
818052,ENSG00000254581,ENST00000526613,ENST00000526613,single_exon,none,818052,chr8,12676035,12676389,-,HAVANA,exon
818055,ENSG00000177400,ENST00000532847,OR7E8P-201,single_exon,none,818055,chr8,12684154,12685153,-,HAVANA,exon
818058,ENSG00000254917,ENST00000533484,OR7E15P-201,single_exon,none,818058,chr8,12696307,12697273,-,HAVANA,exon
818061,ENSG00000254724,ENST00000526420,OR7E10P-201,single_exon,none,818061,chr8,12703066,12704056,-,HAVANA,exon
818064,ENSG00000264512,ENST00000582551,MIR5692A2-201,single_exon,none,818064,chr8,12719132,12719190,+,ENSEMBL,exon
818139,ENSG00000266206,ENST00000578598,MIR3926-1-201,single_exon,none,818139,chr8,12727232,12727304,-,ENSEMBL,exon
818142,ENSG00000283523,ENST00000636821,MIR3926-2-201,single_exon,none,818142,chr8,12727237,12727299,+,ENSEMBL,exon
818208,ENSG00000206996,ENST00000384269,RNU6-842P-201,single_exon,none,818208,chr8,13044350,13044456,+,ENSEMBL,exon
818329,ENSG00000164741,ENST00000517868,DLC1-214,single_exon,HFE,818329,chr8,13498859,13499241,-,HAVANA,exon
818349,ENSG00000200630,ENST00000363760,Y_RNA.171-201,single_exon,none,818349,chr8,13160178,13160279,+,ENSEMBL,exon
818356,ENSG00000253257,ENST00000523876,MTND4P7-201,single_exon,none,818356,chr8,13353401,13353530,-,HAVANA,exon
818359,ENSG00000252179,ENST00000516370,RNA5SP255-201,single_exon,none,818359,chr8,13536029,13536135,+,ENSEMBL,exon
818362,ENSG00000164743,ENST00000297324,C8orf48-201,single_exon,none,818362,chr8,13566869,13568288,+,HAVANA,exon
818365,ENSG00000254491,ENST00000530718,ENST00000530718,single_exon,none,818365,chr8,13583889,13584533,-,HAVANA,exon
818376,ENSG00000255413,ENST00000534017,ENST00000534017,single_exon,none,818376,chr8,13741809,13742781,+,HAVANA,exon
818383,ENSG00000254425,ENST00000526681,ENST00000526681,single_exon,none,818383,chr8,13909231,13909780,-,HAVANA,exon
818386,ENSG00000255437,ENST00000534576,ENST00000534576,single_exon,none,818386,chr8,14022687,14023422,-,HAVANA,exon
818411,ENSG00000214366,ENST00000528228,EIF4EP5-201,single_exon,none,818411,chr8,14309033,14309672,+,HAVANA,exon
818414,ENSG00000252264,ENST00000516455,RNU7-153P-201,single_exon,none,818414,chr8,14319455,14319516,+,ENSEMBL,exon
818417,ENSG00000206950,ENST00000384223,Y_RNA.453-201,single_exon,none,818417,chr8,14332555,14332663,+,ENSEMBL,exon
818420,ENSG00000252035,ENST00000516226,RNU6-397P-201,single_exon,none,818420,chr8,14487776,14487879,-,ENSEMBL,exon
818423,ENSG00000255365,ENST00000530195,ENST00000530195,single_exon,none,818423,chr8,14690382,14690619,+,HAVANA,exon
818426,ENSG00000199127,ENST00000362257,MIR383-201,single_exon,none,818426,chr8,14853438,14853510,-,ENSEMBL,exon
818433,ENSG00000249368,ENST00000506833,ENST00000506833,single_exon,none,818433,chr8,15325296,15325569,+,HAVANA,exon
818538,ENSG00000248423,ENST00000506768,ENST00000506768,single_exon,none,818538,chr8,15688914,15689562,-,HAVANA,exon
818541,ENSG00000250483,ENST00000502740,PPM1AP1-201,single_exon,none,818541,chr8,15806149,15807283,-,HAVANA,exon
818551,ENSG00000226836,ENST00000492214,RPL32P19-201,single_exon,none,818551,chr8,15943127,15943532,+,HAVANA,exon
